mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
115361,"Secrest-Cid complex, 0 to 3 percent slopes",Wehadkee,2.0,Poorly drained,20.0,109.0,0.5,5.5,0.18,26.5,49.5,24.0,1.4,15.0,osm-1153259427
2396719,"Clifford fine sandy loam, 2 to 6 percent slopes",Clifford,90.0,Well drained,0.0,15.0,1.0,4.5,0.13,12.5,67.9,19.6,1.4,3.5,osm-1197040178
2396720,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded",Clifford,90.0,Well drained,0.0,15.0,0.75,6.3,0.14,26.0,59.0,15.0,1.56,5.9,osm-1197040178
2396719,"Clifford fine sandy loam, 2 to 6 percent slopes",Clifford,90.0,Well drained,15.0,25.0,0.5,4.9,0.14,18.0,55.1,26.9,1.4,3.9,osm-1197040178
2396720,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded",Clifford,90.0,Well drained,15.0,94.0,0.25,5.3,0.12,54.0,24.0,22.0,1.44,,osm-1197040178
2396719,"Clifford fine sandy loam, 2 to 6 percent slopes",Clifford,90.0,Well drained,25.0,119.0,0.25,5.0,0.14,52.5,37.0,10.5,1.4,5.8,osm-1197040178
2396692,"Nathalie fine sandy loam, 2 to 6 percent slopes",Nathalie,85.0,Well drained,0.0,15.0,1.25,5.0,0.13,12.5,67.9,19.6,1.53,4.1,osm-1197040178
2396723,"Clifford sandy clay loam, 6 to 10 percent slopes, moderately eroded",Clifford,85.0,Well drained,0.0,15.0,0.75,6.3,0.14,26.0,59.0,15.0,1.56,5.9,osm-1197040178
2396692,"Nathalie fine sandy loam, 2 to 6 percent slopes",Nathalie,85.0,Well drained,15.0,23.0,0.5,5.0,0.13,12.5,67.9,19.6,1.53,2.4,osm-1197040178
2396723,"Clifford sandy clay loam, 6 to 10 percent slopes, moderately eroded",Clifford,85.0,Well drained,15.0,94.0,0.25,5.3,0.12,54.0,24.0,22.0,1.44,,osm-1197040178
2396692,"Nathalie fine sandy loam, 2 to 6 percent slopes",Nathalie,85.0,Well drained,23.0,30.0,0.25,5.0,0.14,21.0,60.6,18.4,1.35,2.7,osm-1197040178
2398257,"Delila fine sandy loam, 0 to 6 percent slopes",Delila,80.0,Poorly drained,0.0,15.0,2.0,5.0,0.17,17.0,43.3,39.7,1.4,8.8,osm-1197040178
2398257,"Delila fine sandy loam, 0 to 6 percent slopes",Delila,80.0,Poorly drained,15.0,41.0,1.25,5.0,0.14,27.5,34.7,37.8,1.4,9.7,osm-1197040178
2398257,"Delila fine sandy loam, 0 to 6 percent slopes",Delila,10.0,Poorly drained,0.0,15.0,2.0,5.0,0.17,17.0,43.3,39.7,1.4,8.8,osm-1197040178
2398257,"Delila fine sandy loam, 0 to 6 percent slopes",Delila,10.0,Poorly drained,15.0,41.0,1.25,5.0,0.14,27.5,34.7,37.8,1.4,9.7,osm-1197040178
2396723,"Clifford sandy clay loam, 6 to 10 percent slopes, moderately eroded",Westfield,8.0,Well drained,0.0,23.0,1.0,6.0,0.15,25.0,59.0,16.0,1.58,6.1,osm-1197040178
2396723,"Clifford sandy clay loam, 6 to 10 percent slopes, moderately eroded",Westfield,8.0,Well drained,23.0,71.0,0.25,5.5,0.11,51.0,26.0,23.0,1.55,7.6,osm-1197040178
2396723,"Clifford sandy clay loam, 6 to 10 percent slopes, moderately eroded",Woolwine,7.0,Well drained,0.0,20.0,1.0,6.0,0.14,25.0,59.0,16.0,1.4,6.1,osm-1197040178
2396723,"Clifford sandy clay loam, 6 to 10 percent slopes, moderately eroded",Woolwine,7.0,Well drained,20.0,76.0,0.25,5.0,0.11,51.0,26.0,23.0,1.35,,osm-1197040178
2396720,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded",Westfield,5.0,Well drained,0.0,23.0,1.0,6.0,0.15,25.0,59.0,16.0,1.58,6.1,osm-1197040178
2396720,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded",Woolwine,5.0,Well drained,0.0,20.0,1.0,6.0,0.14,25.0,59.0,16.0,1.4,6.1,osm-1197040178
2396720,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded",Woolwine,5.0,Well drained,20.0,76.0,0.25,5.0,0.11,51.0,26.0,23.0,1.35,,osm-1197040178
2396720,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded",Westfield,5.0,Well drained,23.0,71.0,0.25,5.5,0.11,51.0,26.0,23.0,1.55,7.6,osm-1197040178
2396719,"Clifford fine sandy loam, 2 to 6 percent slopes",Westfield,3.0,Well drained,0.0,15.0,1.0,4.8,0.13,12.5,67.9,19.6,1.4,3.5,osm-1197040178
2396719,"Clifford fine sandy loam, 2 to 6 percent slopes",Westfield,3.0,Well drained,15.0,71.0,0.25,5.5,0.09,47.0,23.5,29.5,1.35,5.3,osm-1197040178
