mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
2424384,"Iredell loam, 6 to 10 percent slopes",Brewback,5.0,Somewhat poorly drained,25.0,76.0,0.25,7.0,0.1,50.0,30.0,20.0,1.35,26.0,osm-1435108796
2424376,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Pacolet,3.0,Well drained,0.0,18.0,0.75,6.2,0.12,27.5,55.1,17.4,1.4,4.4,osm-1435108796
2424382,"Iredell loam, 2 to 6 percent slopes",Armenia,3.0,Poorly drained,0.0,8.0,2.5,6.5,0.2,18.5,43.0,38.5,1.35,12.0,osm-1435108796
2424382,"Iredell loam, 2 to 6 percent slopes",Armenia,3.0,Poorly drained,8.0,163.0,0.5,7.0,0.16,47.5,23.3,29.2,1.35,25.0,osm-1435108796
2424376,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Pacolet,3.0,Well drained,18.0,61.0,0.25,5.7,0.14,50.0,22.1,27.9,1.4,5.6,osm-1435108796
2424376,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,0.0,18.0,1.25,5.8,0.13,12.5,70.9,16.6,1.55,9.1,osm-1435108796
2424386,"Poindexter-Rowan complex, 8 to 15 percent slopes",Wilkes,2.0,Well drained,0.0,8.0,1.25,5.5,0.13,12.5,67.9,19.6,1.4,9.1,osm-1435108796
2424386,"Poindexter-Rowan complex, 8 to 15 percent slopes",Wilkes,2.0,Well drained,8.0,15.0,0.5,5.5,0.13,12.5,67.9,19.6,1.4,7.4,osm-1435108796
2424386,"Poindexter-Rowan complex, 8 to 15 percent slopes",Wilkes,2.0,Well drained,15.0,25.0,0.25,6.5,0.18,45.0,26.1,28.9,1.5,23.1,osm-1435108796
2424376,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,18.0,25.0,0.5,5.8,0.13,28.0,54.7,17.3,1.45,15.1,osm-1435108796
2424376,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,25.0,68.0,0.25,6.4,0.14,50.0,22.1,27.9,1.3,25.6,osm-1435108796
2424386,"Poindexter-Rowan complex, 8 to 15 percent slopes",Wilkes,2.0,Well drained,25.0,33.0,0.25,6.5,0.18,29.0,34.0,37.0,1.45,15.1,osm-1435108796
2442016,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Chewacla,87.0,Somewhat poorly drained,0.0,10.0,2.5,5.5,0.2,22.5,22.4,55.1,1.45,11.2,osm-1424677694
2442016,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Chewacla,87.0,Somewhat poorly drained,10.0,66.0,1.25,5.5,0.2,30.0,17.4,52.6,1.4,9.4,osm-1424677694
113582,"Dothan loamy sand, 0 to 2 percent slopes",Dothan,85.0,Well drained,0.0,18.0,0.5,5.3,0.08,5.0,86.0,9.0,1.63,,osm-1424677694
113583,"Dothan loamy sand, 2 to 8 percent slopes",Dothan,85.0,Well drained,0.0,25.0,1.25,5.3,0.08,7.5,85.7,6.8,1.45,3.6,osm-1424677694
113585,"Fuquay loamy sand, 0 to 6 percent slopes",Fuquay,85.0,Well drained,0.0,25.0,1.0,5.5,0.07,5.0,86.0,9.0,1.58,,osm-1424677694
2442019,"Nanford silt loam, 8 to 15 percent slopes",Nanford,85.0,Well drained,0.0,15.0,2.0,5.5,0.17,18.5,27.1,54.4,1.4,9.1,osm-1424677694
2442019,"Nanford silt loam, 8 to 15 percent slopes",Nanford,85.0,Well drained,15.0,79.0,0.1,5.0,0.16,42.5,7.7,49.8,1.45,13.0,osm-1424677694
113582,"Dothan loamy sand, 0 to 2 percent slopes",Dothan,85.0,Well drained,18.0,33.0,0.25,5.3,0.08,6.0,86.0,8.0,1.68,,osm-1424677694
113583,"Dothan loamy sand, 2 to 8 percent slopes",Dothan,85.0,Well drained,25.0,30.0,0.5,5.3,0.08,7.5,85.7,6.8,1.45,1.9,osm-1424677694
113585,"Fuquay loamy sand, 0 to 6 percent slopes",Fuquay,85.0,Well drained,25.0,71.0,0.15,5.0,0.07,6.0,87.0,7.0,1.64,,osm-1424677694
2442016,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Congaree,8.0,Moderately well drained,0.0,25.0,2.5,6.0,0.16,17.0,43.3,39.7,1.3,9.9,osm-1424677694
2442016,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Congaree,8.0,Moderately well drained,25.0,203.0,1.25,6.0,0.16,26.5,37.9,35.6,1.35,9.4,osm-1424677694
113582,"Dothan loamy sand, 0 to 2 percent slopes",Norfolk,7.0,Well drained,0.0,18.0,0.5,6.1,0.09,10.0,86.0,4.0,1.64,2.0,osm-1424677694
113585,"Fuquay loamy sand, 0 to 6 percent slopes",Dothan,7.0,Well drained,0.0,18.0,0.5,5.3,0.08,5.0,86.0,9.0,1.63,,osm-1424677694
113582,"Dothan loamy sand, 0 to 2 percent slopes",Norfolk,7.0,Well drained,18.0,38.0,0.5,5.4,0.09,10.0,86.0,4.0,1.58,,osm-1424677694
113585,"Fuquay loamy sand, 0 to 6 percent slopes",Dothan,7.0,Well drained,18.0,33.0,0.25,5.3,0.08,6.0,86.0,8.0,1.68,,osm-1424677694
113585,"Fuquay loamy sand, 0 to 6 percent slopes",Candor,5.0,Somewhat excessively drained,0.0,8.0,0.5,4.9,0.04,5.0,93.0,2.0,1.63,,osm-1424677694
2442016,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Wehadkee,5.0,Poorly drained,0.0,20.0,3.5,5.5,0.13,16.0,43.8,40.2,1.48,12.5,osm-1424677694
113585,"Fuquay loamy sand, 0 to 6 percent slopes",Candor,5.0,Somewhat excessively drained,8.0,64.0,0.2,4.7,0.04,5.0,93.0,2.0,1.64,,osm-1424677694
2442016,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Wehadkee,5.0,Poorly drained,20.0,109.0,0.5,5.5,0.18,26.5,55.8,17.7,1.4,15.0,osm-1424677694
113582,"Dothan loamy sand, 0 to 2 percent slopes",Fuquay,4.0,Well drained,0.0,20.0,0.5,4.2,0.05,2.8,90.6,6.6,1.65,1.4,osm-1424677694
113582,"Dothan loamy sand, 0 to 2 percent slopes",Goldsboro,4.0,Moderately well drained,0.0,20.0,1.25,4.8,0.14,10.0,66.6,23.4,1.5,3.8,osm-1424677694
113582,"Dothan loamy sand, 0 to 2 percent slopes",Fuquay,4.0,Well drained,20.0,68.0,0.2,4.3,0.05,3.1,87.1,9.8,1.65,0.5,osm-1424677694
113582,"Dothan loamy sand, 0 to 2 percent slopes",Goldsboro,4.0,Moderately well drained,20.0,89.0,0.1,4.6,0.14,24.0,58.2,17.8,1.4,2.6,osm-1424677694
113583,"Dothan loamy sand, 2 to 8 percent slopes",Bibb,3.0,Poorly drained,0.0,15.0,2.0,4.6,0.12,10.0,66.9,23.1,1.53,7.0,osm-1424677694
113585,"Fuquay loamy sand, 0 to 6 percent slopes",Blaney,3.0,Well drained,0.0,23.0,0.75,5.0,0.04,7.5,83.5,9.0,1.62,,osm-1424677694
113583,"Dothan loamy sand, 2 to 8 percent slopes",Bibb,3.0,Poorly drained,15.0,152.0,2.0,4.6,0.12,10.0,66.9,23.1,1.53,7.0,osm-1424677694
113585,"Fuquay loamy sand, 0 to 6 percent slopes",Blaney,3.0,Well drained,23.0,56.0,0.25,5.0,0.04,7.5,83.5,9.0,1.67,,osm-1424677694
1402231,"Ailey loamy sand, 8 to 15 percent slopes",Ailey,85.0,Well drained,0.0,8.0,1.25,5.5,0.04,7.0,84.0,9.0,1.6,,osm-692623518
2233545,"Ailey loamy sand, 8 to 15 percent slopes",Ailey,85.0,Well drained,0.0,8.0,1.25,5.5,0.04,7.0,84.0,9.0,1.6,,osm-692623518
2233561,"Candor sand, 0 to 8 percent slopes",Candor,85.0,Somewhat excessively drained,0.0,20.0,0.75,4.8,0.04,2.5,96.0,1.5,1.65,2.0,osm-692623518
1402231,"Ailey loamy sand, 8 to 15 percent slopes",Ailey,85.0,Well drained,8.0,76.0,0.25,5.5,0.04,5.0,90.0,5.0,1.7,,osm-692623518
2233545,"Ailey loamy sand, 8 to 15 percent slopes",Ailey,85.0,Well drained,8.0,76.0,0.25,5.5,0.04,5.0,90.0,5.0,1.7,,osm-692623518
2233561,"Candor sand, 0 to 8 percent slopes",Candor,85.0,Somewhat excessively drained,20.0,69.0,0.25,4.8,0.04,2.5,96.0,1.5,1.65,0.8,osm-692623518
1402231,"Ailey loamy sand, 8 to 15 percent slopes",Candor,7.0,Somewhat excessively drained,0.0,20.0,0.75,4.8,0.04,2.5,96.0,1.5,1.65,2.0,osm-692623518
2233545,"Ailey loamy sand, 8 to 15 percent slopes",Candor,7.0,Somewhat excessively drained,0.0,20.0,0.75,4.8,0.04,2.5,96.0,1.5,1.65,2.0,osm-692623518
1402231,"Ailey loamy sand, 8 to 15 percent slopes",Candor,7.0,Somewhat excessively drained,20.0,64.0,0.25,4.8,0.04,2.5,96.0,1.5,1.65,0.8,osm-692623518
2233545,"Ailey loamy sand, 8 to 15 percent slopes",Candor,7.0,Somewhat excessively drained,20.0,64.0,0.25,4.8,0.04,2.5,96.0,1.5,1.65,0.8,osm-692623518
1402231,"Ailey loamy sand, 8 to 15 percent slopes",Bibb,5.0,Poorly drained,0.0,15.0,2.0,4.6,0.12,10.0,46.0,44.0,1.53,7.0,osm-692623518
2233545,"Ailey loamy sand, 8 to 15 percent slopes",Bibb,5.0,Poorly drained,0.0,15.0,2.0,4.6,0.12,10.0,46.0,44.0,1.53,7.0,osm-692623518
2233561,"Candor sand, 0 to 8 percent slopes",Ailey,5.0,Well drained,0.0,10.0,1.25,5.5,0.04,7.5,83.5,9.0,1.4,3.6,osm-692623518
2233561,"Candor sand, 0 to 8 percent slopes",Ailey,5.0,Well drained,10.0,94.0,0.25,5.5,0.04,7.5,83.5,9.0,1.4,1.3,osm-692623518
1402231,"Ailey loamy sand, 8 to 15 percent slopes",Bibb,5.0,Poorly drained,15.0,152.0,2.0,4.6,0.12,10.0,66.9,23.1,1.53,7.0,osm-692623518
2233545,"Ailey loamy sand, 8 to 15 percent slopes",Bibb,5.0,Poorly drained,15.0,152.0,2.0,4.6,0.12,10.0,66.9,23.1,1.53,7.0,osm-692623518
1402231,"Ailey loamy sand, 8 to 15 percent slopes",Johnston,3.0,Very poorly drained,0.0,76.0,14.0,4.7,0.15,15.0,44.3,40.7,1.4,33.0,osm-692623518
2233545,"Ailey loamy sand, 8 to 15 percent slopes",Johnston,3.0,Very poorly drained,0.0,76.0,14.0,4.7,0.15,15.0,44.3,40.7,1.4,33.0,osm-692623518
2233561,"Candor sand, 0 to 8 percent slopes",Bibb,2.0,Poorly drained,0.0,15.0,2.0,4.6,0.12,10.0,66.9,23.1,1.53,7.0,osm-692623518
2233561,"Candor sand, 0 to 8 percent slopes",Bibb,2.0,Poorly drained,15.0,152.0,2.0,4.6,0.12,10.0,66.9,23.1,1.53,7.0,osm-692623518
2233561,"Candor sand, 0 to 8 percent slopes",Johnston,1.0,Very poorly drained,0.0,76.0,14.0,4.7,0.15,15.0,44.3,40.7,1.4,33.0,osm-692623518
113917,"Mayodan fine sandy loam, 2 to 8 percent slopes",Mayodan,85.0,Well drained,0.0,15.0,1.25,5.3,0.14,12.5,67.3,20.2,1.53,6.0,osm-199889806
113918,"Mayodan fine sandy loam, 8 to 15 percent slopes",Mayodan,85.0,Well drained,0.0,15.0,1.25,5.3,0.14,12.5,67.3,20.2,1.53,6.0,osm-199889806
113917,"Mayodan fine sandy loam, 2 to 8 percent slopes",Mayodan,85.0,Well drained,15.0,23.0,0.1,5.3,0.17,30.0,55.5,14.5,1.35,7.5,osm-199889806
113918,"Mayodan fine sandy loam, 8 to 15 percent slopes",Mayodan,85.0,Well drained,15.0,23.0,0.1,5.3,0.17,30.0,55.5,14.5,1.35,7.0,osm-199889806
113917,"Mayodan fine sandy loam, 2 to 8 percent slopes",Mayodan,85.0,Well drained,23.0,84.0,0.1,5.0,0.15,47.5,23.3,29.2,1.4,12.0,osm-199889806
113918,"Mayodan fine sandy loam, 8 to 15 percent slopes",Mayodan,85.0,Well drained,23.0,84.0,0.1,5.0,0.15,47.5,23.3,29.2,1.4,12.0,osm-199889806
113927,"Pinkston silt loam, 15 to 40 percent slopes",Pinkston,80.0,Well drained,0.0,15.0,1.25,5.0,0.15,11.5,32.3,56.2,1.3,6.8,osm-199889806
113927,"Pinkston silt loam, 15 to 40 percent slopes",Pinkston,80.0,Well drained,15.0,41.0,0.75,5.0,0.12,14.0,30.4,55.6,1.35,6.6,osm-199889806
113920,"Mooshaunee-Hallison complex, 2 to 8 percent slopes",Mooshaunee,50.0,Moderately well drained,0.0,8.0,2.5,4.8,0.19,16.5,13.8,69.7,1.45,11.4,osm-199889806
113921,"Mooshaunee-Hallison complex, 8 to 15 percent slopes",Mooshaunee,50.0,Moderately well drained,0.0,8.0,2.5,4.8,0.19,16.5,13.8,69.7,1.45,11.4,osm-199889806
113920,"Mooshaunee-Hallison complex, 2 to 8 percent slopes",Mooshaunee,50.0,Moderately well drained,8.0,25.0,0.5,4.8,0.19,16.5,13.8,69.7,1.45,6.9,osm-199889806
113921,"Mooshaunee-Hallison complex, 8 to 15 percent slopes",Mooshaunee,50.0,Moderately well drained,8.0,25.0,0.5,4.8,0.19,16.5,13.8,69.7,1.45,6.9,osm-199889806
113920,"Mooshaunee-Hallison complex, 2 to 8 percent slopes",Mooshaunee,50.0,Moderately well drained,25.0,94.0,0.25,4.5,0.15,31.0,6.7,62.3,1.35,11.4,osm-199889806
113921,"Mooshaunee-Hallison complex, 8 to 15 percent slopes",Mooshaunee,50.0,Moderately well drained,25.0,94.0,0.25,4.5,0.15,31.0,6.7,62.3,1.35,11.4,osm-199889806
113920,"Mooshaunee-Hallison complex, 2 to 8 percent slopes",Hallison,35.0,Well drained,0.0,18.0,2.5,4.8,0.18,19.5,11.6,68.9,1.45,12.4,osm-199889806
113920,"Mooshaunee-Hallison complex, 2 to 8 percent slopes",Hallison,35.0,Well drained,18.0,28.0,0.5,4.8,0.18,19.5,11.6,68.9,1.45,8.0,osm-199889806
113920,"Mooshaunee-Hallison complex, 2 to 8 percent slopes",Hallison,35.0,Well drained,28.0,104.0,0.25,4.5,0.18,31.0,6.7,62.3,1.35,11.4,osm-199889806
113921,"Mooshaunee-Hallison complex, 8 to 15 percent slopes",Hallison,30.0,Well drained,0.0,18.0,2.5,4.8,0.18,19.5,11.6,68.9,1.45,12.4,osm-199889806
113921,"Mooshaunee-Hallison complex, 8 to 15 percent slopes",Hallison,30.0,Well drained,18.0,28.0,0.5,4.8,0.18,19.5,11.6,68.9,1.45,8.0,osm-199889806
113921,"Mooshaunee-Hallison complex, 8 to 15 percent slopes",Hallison,30.0,Well drained,28.0,104.0,0.25,4.5,0.18,31.0,6.7,62.3,1.35,11.4,osm-199889806
114246,"Georgeville loam, 2 to 6 percent slopes",Georgeville,90.0,Well drained,0.0,20.0,1.0,5.3,0.18,18.0,40.0,42.0,1.5,,osm-813157720
114247,"Georgeville loam, 6 to 10 percent slopes",Georgeville,90.0,Well drained,0.0,20.0,1.25,6.0,0.18,16.0,43.8,40.2,1.3,4.4,osm-813157720
114246,"Georgeville loam, 2 to 6 percent slopes",Georgeville,90.0,Well drained,20.0,114.0,0.25,5.0,0.16,50.0,14.0,36.0,1.44,,osm-813157720
114247,"Georgeville loam, 6 to 10 percent slopes",Georgeville,90.0,Well drained,20.0,38.0,0.25,5.0,0.16,31.0,35.4,33.6,1.3,3.7,osm-813157720
114259,"Herndon loam, 2 to 6 percent slopes",Herndon,85.0,Well drained,0.0,8.0,1.0,6.0,0.17,13.5,30.5,56.0,1.3,3.3,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Lignum,85.0,Moderately well drained,0.0,5.0,1.5,5.0,0.17,17.5,29.1,53.4,1.35,7.8,osm-813157720
2441281,"Iredell gravelly loam, 2 to 6 percent slopes",Iredell,85.0,Moderately well drained,0.0,13.0,1.25,6.2,0.16,17.5,38.5,44.0,1.3,12.0,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Lignum,85.0,Moderately well drained,5.0,30.0,1.0,5.0,0.17,17.5,29.1,53.4,1.35,7.2,osm-813157720
114259,"Herndon loam, 2 to 6 percent slopes",Herndon,85.0,Well drained,8.0,23.0,0.75,5.5,0.17,13.5,30.5,56.0,1.3,3.3,osm-813157720
2441281,"Iredell gravelly loam, 2 to 6 percent slopes",Iredell,85.0,Moderately well drained,13.0,64.0,0.25,6.5,0.19,50.0,22.1,27.9,1.33,28.0,osm-813157720
114259,"Herndon loam, 2 to 6 percent slopes",Herndon,85.0,Well drained,23.0,36.0,0.25,4.6,0.17,36.5,18.9,44.6,1.4,5.3,osm-813157720
114260,"Herndon loam, 6 to 10 percent slopes",Herndon,80.0,Well drained,0.0,8.0,1.0,6.0,0.17,13.5,30.5,56.0,1.3,3.3,osm-813157720
114260,"Herndon loam, 6 to 10 percent slopes",Herndon,80.0,Well drained,8.0,23.0,0.75,5.5,0.17,13.5,30.5,56.0,1.3,3.3,osm-813157720
114260,"Herndon loam, 6 to 10 percent slopes",Herndon,80.0,Well drained,23.0,36.0,0.25,4.6,0.17,36.5,18.9,44.6,1.4,5.3,osm-813157720
2439286,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Chewacla,55.0,Somewhat poorly drained,0.0,10.0,2.5,6.0,0.2,22.5,39.8,37.7,1.45,11.2,osm-813157720
2439286,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Chewacla,55.0,Somewhat poorly drained,10.0,66.0,1.25,5.5,0.2,30.0,17.4,52.6,1.4,9.4,osm-813157720
2439286,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Wehadkee,30.0,Poorly drained,0.0,20.0,3.5,6.0,0.13,16.0,43.8,40.2,1.48,12.5,osm-813157720
2439286,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Wehadkee,30.0,Poorly drained,20.0,109.0,0.5,5.5,0.18,26.5,55.8,17.7,1.4,15.0,osm-813157720
2439286,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Wehadkee,10.0,Poorly drained,0.0,20.0,3.5,6.0,0.13,16.0,43.8,40.2,1.48,12.5,osm-813157720
2439286,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Wehadkee,10.0,Poorly drained,20.0,109.0,0.5,5.5,0.18,26.5,55.8,17.7,1.4,15.0,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Cid,8.0,Moderately well drained,0.0,5.0,1.25,4.5,0.14,17.5,29.1,53.4,1.48,7.2,osm-813157720
2441281,"Iredell gravelly loam, 2 to 6 percent slopes",Sedgefield,8.0,Moderately well drained,0.0,20.0,1.25,5.8,0.13,14.0,66.1,19.9,1.5,9.5,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Cid,8.0,Moderately well drained,5.0,13.0,1.25,4.5,0.14,17.5,29.1,53.4,1.48,7.2,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Cid,8.0,Moderately well drained,13.0,36.0,0.25,4.5,0.15,35.0,6.2,58.8,1.4,12.4,osm-813157720
2441281,"Iredell gravelly loam, 2 to 6 percent slopes",Sedgefield,8.0,Moderately well drained,20.0,102.0,0.25,5.8,0.16,47.5,23.3,29.2,1.33,25.0,osm-813157720
114247,"Georgeville loam, 6 to 10 percent slopes",Tatum,7.0,Well drained,0.0,15.0,1.0,5.0,0.16,33.5,18.7,47.8,1.4,10.6,osm-813157720
114247,"Georgeville loam, 6 to 10 percent slopes",Tatum,7.0,Well drained,15.0,127.0,0.25,5.0,0.15,52.5,5.7,41.8,1.5,13.7,osm-813157720
114246,"Georgeville loam, 2 to 6 percent slopes",Tatum,6.0,Well drained,0.0,20.0,1.25,5.0,0.18,19.5,25.5,55.0,1.25,4.8,osm-813157720
114246,"Georgeville loam, 2 to 6 percent slopes",Tatum,6.0,Well drained,20.0,127.0,0.25,5.0,0.15,39.0,23.0,38.0,1.5,5.8,osm-813157720
114259,"Herndon loam, 2 to 6 percent slopes",Nanford,5.0,Well drained,0.0,15.0,2.0,5.5,0.17,18.5,27.1,54.4,1.4,9.1,osm-813157720
114260,"Herndon loam, 6 to 10 percent slopes",Nanford,5.0,Well drained,0.0,8.0,2.0,5.5,0.17,18.5,27.1,54.4,1.4,6.5,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Herndon,5.0,Well drained,0.0,8.0,1.0,6.0,0.17,13.5,30.5,56.0,1.3,3.3,osm-813157720
2439286,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Congaree,5.0,Moderately well drained,0.0,25.0,2.5,6.0,0.16,17.0,43.3,39.7,1.3,9.9,osm-813157720
114260,"Herndon loam, 6 to 10 percent slopes",Nanford,5.0,Well drained,8.0,18.0,0.75,5.5,0.17,18.5,27.1,54.4,1.4,6.5,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Herndon,5.0,Well drained,8.0,23.0,0.75,5.5,0.17,13.5,30.5,56.0,1.3,3.3,osm-813157720
114259,"Herndon loam, 2 to 6 percent slopes",Nanford,5.0,Well drained,15.0,79.0,0.1,5.0,0.16,42.5,7.7,49.8,1.45,13.0,osm-813157720
114260,"Herndon loam, 6 to 10 percent slopes",Nanford,5.0,Well drained,18.0,31.0,0.1,5.0,0.16,37.0,7.7,55.3,1.45,4.5,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Herndon,5.0,Well drained,23.0,36.0,0.25,4.6,0.17,36.5,18.9,44.6,1.4,5.3,osm-813157720
2439286,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Congaree,5.0,Moderately well drained,25.0,203.0,1.25,6.0,0.16,26.5,37.9,35.6,1.35,9.4,osm-813157720
114246,"Georgeville loam, 2 to 6 percent slopes",Lignum,4.0,Moderately well drained,0.0,5.0,1.5,5.0,0.17,17.0,21.0,62.0,1.4,,osm-813157720
2441281,"Iredell gravelly loam, 2 to 6 percent slopes",Wynott,4.0,Well drained,0.0,5.0,1.25,5.5,0.18,17.0,43.3,39.7,1.5,8.8,osm-813157720
114246,"Georgeville loam, 2 to 6 percent slopes",Lignum,4.0,Moderately well drained,5.0,30.0,1.0,5.0,0.17,17.0,21.0,62.0,1.48,,osm-813157720
2441281,"Iredell gravelly loam, 2 to 6 percent slopes",Wynott,4.0,Well drained,5.0,25.0,0.75,5.5,0.18,17.0,43.3,39.7,1.5,7.6,osm-813157720
2441281,"Iredell gravelly loam, 2 to 6 percent slopes",Wynott,4.0,Well drained,25.0,51.0,0.25,6.3,0.09,50.0,22.1,27.9,1.35,18.1,osm-813157720
114247,"Georgeville loam, 6 to 10 percent slopes",Lignum,3.0,Moderately well drained,0.0,5.0,1.5,5.0,0.17,17.5,29.1,53.4,1.35,7.8,osm-813157720
114259,"Herndon loam, 2 to 6 percent slopes",Lignum,3.0,Moderately well drained,0.0,5.0,1.5,5.0,0.17,17.5,29.1,53.4,1.35,7.8,osm-813157720
2441281,"Iredell gravelly loam, 2 to 6 percent slopes",Armenia,3.0,Poorly drained,0.0,8.0,2.5,6.5,0.2,18.5,43.0,38.5,1.35,12.0,osm-813157720
114247,"Georgeville loam, 6 to 10 percent slopes",Lignum,3.0,Moderately well drained,5.0,30.0,1.0,5.0,0.17,17.5,29.1,53.4,1.35,7.2,osm-813157720
114259,"Herndon loam, 2 to 6 percent slopes",Lignum,3.0,Moderately well drained,5.0,30.0,1.0,5.0,0.17,17.5,29.1,53.4,1.35,7.2,osm-813157720
2441281,"Iredell gravelly loam, 2 to 6 percent slopes",Armenia,3.0,Poorly drained,8.0,163.0,0.5,7.0,0.16,47.5,23.3,29.2,1.35,25.0,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Roanoke,1.0,Poorly drained,0.0,10.0,1.25,4.5,0.17,17.0,29.3,53.7,1.35,7.1,osm-813157720
114262,"Lignum loam, 2 to 6 percent slopes",Roanoke,1.0,Poorly drained,10.0,33.0,0.25,4.5,0.17,33.5,17.5,49.0,1.5,12.4,osm-813157720
117434,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Cecil,88.0,Well drained,0.0,15.0,0.75,5.5,0.17,27.0,55.4,17.6,1.5,7.5,osm-834363677
117434,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Cecil,88.0,Well drained,15.0,102.0,0.25,5.6,0.09,52.5,37.0,10.5,1.4,5.8,osm-834363677
117433,"Cecil sandy loam, 8 to 15 percent slopes",Cecil,85.0,Well drained,0.0,20.0,0.75,6.2,0.13,12.5,67.9,19.6,1.4,2.9,osm-834363677
117452,"Mecklenburg loam, 8 to 15 percent slopes",Mecklenburg,85.0,Well drained,0.0,20.0,1.25,6.5,0.17,16.5,43.5,40.0,1.4,8.6,osm-834363677
117454,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Mecklenburg,85.0,Well drained,0.0,18.0,0.75,6.5,0.13,30.0,33.5,36.5,1.5,12.2,osm-834363677
117454,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Mecklenburg,85.0,Well drained,18.0,76.0,0.25,6.5,0.13,50.0,22.1,27.9,1.5,18.1,osm-834363677
117433,"Cecil sandy loam, 8 to 15 percent slopes",Cecil,85.0,Well drained,20.0,107.0,0.25,5.0,0.14,52.5,37.0,10.5,1.4,5.8,osm-834363677
117452,"Mecklenburg loam, 8 to 15 percent slopes",Mecklenburg,85.0,Well drained,20.0,64.0,0.25,6.5,0.13,50.0,22.1,27.9,1.5,18.1,osm-834363677
117475,"Wynott-Enon complex, 2 to 8 percent slopes",Wynott,60.0,Well drained,0.0,10.0,1.25,4.9,0.15,12.5,67.9,19.6,1.48,9.1,osm-834363677
117475,"Wynott-Enon complex, 2 to 8 percent slopes",Wynott,60.0,Well drained,10.0,36.0,0.25,4.9,0.15,12.5,67.9,19.6,1.48,6.8,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Wynott,55.0,Well drained,0.0,10.0,1.25,4.9,0.15,12.5,67.9,19.6,1.48,9.1,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Wynott,55.0,Well drained,10.0,36.0,0.25,4.9,0.15,12.5,67.9,19.6,1.48,6.8,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Enon,35.0,Well drained,0.0,18.0,1.25,5.8,0.13,12.5,70.9,16.6,1.55,9.1,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Enon,35.0,Well drained,18.0,25.0,0.5,5.8,0.13,28.0,54.7,17.3,1.45,15.1,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Enon,35.0,Well drained,25.0,68.0,0.25,6.4,0.14,50.0,22.1,27.9,1.3,25.6,osm-834363677
117473,"Wilkes-Poindexter-Wynott complex, 8 to 15 percent slopes",Wilkes,34.0,Well drained,0.0,8.0,1.25,5.5,0.13,12.5,45.7,41.8,1.4,9.1,osm-834363677
117473,"Wilkes-Poindexter-Wynott complex, 8 to 15 percent slopes",Wilkes,34.0,Well drained,8.0,15.0,0.5,5.5,0.13,12.5,45.7,41.8,1.4,7.4,osm-834363677
117473,"Wilkes-Poindexter-Wynott complex, 8 to 15 percent slopes",Wilkes,34.0,Well drained,15.0,25.0,0.25,6.5,0.18,45.0,26.1,28.9,1.5,23.1,osm-834363677
