field_id,year,crop_code,crop_name,pixel_count,pct
osm-199889806,2023,176,Grass/Pasture,1,0.23
osm-813157720,2023,26,Code_26,492,56.16
osm-813157720,2023,1,Corn,127,14.5
osm-813157720,2023,5,Soybeans,116,13.24
osm-813157720,2023,176,Grass/Pasture,63,7.19
osm-813157720,2023,24,Winter Wheat,20,2.28
osm-813157720,2023,37,Code_37,19,2.17
osm-813157720,2023,141,Deciduous Forest,15,1.71
osm-813157720,2023,11,Code_11,5,0.57
osm-813157720,2023,111,Code_111,4,0.46
osm-813157720,2023,131,Code_131,4,0.46
osm-813157720,2023,142,Code_142,4,0.46
osm-813157720,2023,143,Code_143,3,0.34
osm-813157720,2023,152,Code_152,3,0.34
osm-813157720,2023,4,Code_4,1,0.11
osm-834363677,2023,237,Code_237,578,96.33
osm-834363677,2023,176,Grass/Pasture,9,1.5
osm-834363677,2023,1,Corn,6,1.0
osm-834363677,2023,5,Soybeans,5,0.83
osm-834363677,2023,26,Code_26,1,0.17
osm-834363677,2023,141,Deciduous Forest,1,0.17
osm-1361967329,2023,11,Code_11,97,28.7
osm-1361967329,2023,26,Code_26,73,21.6
osm-1361967329,2023,1,Corn,58,17.16
osm-1361967329,2023,5,Soybeans,56,16.57
osm-1361967329,2023,176,Grass/Pasture,23,6.8
osm-1361967329,2023,121,Developed/Open Space,11,3.25
osm-1361967329,2023,141,Deciduous Forest,9,2.66
osm-1361967329,2023,24,Winter Wheat,2,0.59
osm-1361967329,2023,122,Code_122,2,0.59
osm-1361967329,2023,123,Code_123,2,0.59
osm-1361967329,2023,142,Code_142,2,0.59
osm-1361967329,2023,152,Code_152,2,0.59
osm-1361967329,2023,236,Code_236,1,0.3
osm-1386621285,2023,2,Code_2,661,79.07
osm-1386621285,2023,5,Soybeans,75,8.97
osm-1386621285,2023,141,Deciduous Forest,55,6.58
osm-1386621285,2023,176,Grass/Pasture,18,2.15
osm-1386621285,2023,1,Corn,8,0.96
osm-1386621285,2023,143,Code_143,8,0.96
osm-1386621285,2023,142,Code_142,5,0.6
osm-1386621285,2023,152,Code_152,2,0.24
osm-1386621285,2023,37,Code_37,1,0.12
osm-1386621285,2023,61,Fallow/Idle Cropland,1,0.12
osm-1386621285,2023,121,Developed/Open Space,1,0.12
osm-1386621285,2023,237,Code_237,1,0.12
osm-1383475117,2023,26,Code_26,57,100.0
osm-1153259427,2023,1,Corn,2686,97.0
osm-1153259427,2023,5,Soybeans,62,2.24
osm-1153259427,2023,121,Developed/Open Space,13,0.47
osm-1153259427,2023,122,Code_122,6,0.22
osm-1153259427,2023,26,Code_26,1,0.04
osm-1153259427,2023,176,Grass/Pasture,1,0.04
osm-1197040178,2023,5,Soybeans,93,97.89
osm-1197040178,2023,1,Corn,1,1.05
osm-1197040178,2023,176,Grass/Pasture,1,1.05
osm-1476971106,2024,2,Code_2,535,86.99
osm-1476971106,2024,176,Grass/Pasture,52,8.46
osm-1476971106,2024,5,Soybeans,18,2.93
osm-1476971106,2024,121,Developed/Open Space,3,0.49
osm-1476971106,2024,141,Deciduous Forest,3,0.49
osm-1476971106,2024,4,Code_4,1,0.16
osm-1476971106,2024,6,Winter Wheat,1,0.16
osm-1476971106,2024,44,Code_44,1,0.16
osm-1476971106,2024,142,Code_142,1,0.16
osm-1009084804,2024,1,Corn,184,91.54
osm-1009084804,2024,176,Grass/Pasture,14,6.97
osm-1009084804,2024,142,Code_142,2,1.0
osm-1009084804,2024,0,No Data,1,0.5
osm-588414811,2024,123,Code_123,87,28.43
osm-588414811,2024,122,Code_122,68,22.22
osm-588414811,2024,26,Code_26,63,20.59
osm-588414811,2024,121,Developed/Open Space,45,14.71
osm-588414811,2024,222,Code_222,15,4.9
osm-588414811,2024,176,Grass/Pasture,9,2.94
osm-588414811,2024,124,Code_124,8,2.61
osm-588414811,2024,254,Code_254,5,1.63
osm-588414811,2024,11,Code_11,3,0.98
osm-588414811,2024,5,Soybeans,1,0.33
osm-588414811,2024,27,Rye,1,0.33
osm-588414811,2024,50,Code_50,1,0.33
osm-976134461,2024,176,Grass/Pasture,133,51.55
osm-976134461,2024,142,Code_142,54,20.93
osm-976134461,2024,141,Deciduous Forest,42,16.28
osm-976134461,2024,190,Xmas Trees,20,7.75
osm-976134461,2024,195,Code_195,4,1.55
osm-976134461,2024,111,Code_111,3,1.16
osm-976134461,2024,121,Developed/Open Space,2,0.78
osm-548794709,2024,37,Code_37,175,39.33
osm-548794709,2024,176,Grass/Pasture,124,27.87
osm-548794709,2024,121,Developed/Open Space,64,14.38
osm-548794709,2024,1,Corn,24,5.39
osm-548794709,2024,122,Code_122,15,3.37
osm-548794709,2024,142,Code_142,12,2.7
osm-548794709,2024,5,Soybeans,10,2.25
osm-548794709,2024,131,Code_131,5,1.12
osm-548794709,2024,24,Winter Wheat,3,0.67
osm-548794709,2024,74,Code_74,3,0.67
osm-548794709,2024,190,Xmas Trees,3,0.67
osm-548794709,2024,42,Code_42,2,0.45
osm-548794709,2024,152,Code_152,2,0.45
osm-548794709,2024,12,Code_12,1,0.22
osm-548794709,2024,61,Fallow/Idle Cropland,1,0.22
osm-548794709,2024,69,Code_69,1,0.22
osm-1305439648,2024,1,Corn,443,52.18
osm-1305439648,2024,176,Grass/Pasture,370,43.58
osm-1305439648,2024,5,Soybeans,13,1.53
osm-1305439648,2024,141,Deciduous Forest,11,1.3
osm-1305439648,2024,121,Developed/Open Space,5,0.59
osm-1305439648,2024,54,Code_54,4,0.47
osm-1305439648,2024,143,Code_143,3,0.35
osm-566823123,2024,5,Soybeans,74,74.0
osm-566823123,2024,1,Corn,14,14.0
osm-566823123,2024,176,Grass/Pasture,5,5.0
osm-566823123,2024,121,Developed/Open Space,4,4.0
osm-566823123,2024,122,Code_122,3,3.0
osm-1278239614,2024,1,Corn,130,82.28
osm-1278239614,2024,176,Grass/Pasture,23,14.56
osm-1278239614,2024,121,Developed/Open Space,3,1.9
osm-1278239614,2024,141,Deciduous Forest,2,1.27
osm-1103713058,2024,5,Soybeans,207,84.84
osm-1103713058,2024,176,Grass/Pasture,28,11.48
osm-1103713058,2024,2,Code_2,3,1.23
osm-1103713058,2024,121,Developed/Open Space,3,1.23
osm-1103713058,2024,142,Code_142,1,0.41
osm-1103713058,2024,143,Code_143,1,0.41
osm-1103713058,2024,240,Code_240,1,0.41
osm-274848457,2024,5,Soybeans,182,63.64
osm-274848457,2024,26,Code_26,65,22.73
osm-274848457,2024,176,Grass/Pasture,17,5.94
osm-274848457,2024,240,Code_240,8,2.8
osm-274848457,2024,143,Code_143,5,1.75
osm-274848457,2024,121,Developed/Open Space,4,1.4
osm-274848457,2024,142,Code_142,3,1.05
osm-274848457,2024,141,Deciduous Forest,1,0.35
osm-274848457,2024,254,Code_254,1,0.35
osm-260949778,2024,176,Grass/Pasture,1428,41.42
osm-260949778,2024,141,Deciduous Forest,1016,29.47
osm-260949778,2024,5,Soybeans,272,7.89
osm-260949778,2024,143,Code_143,194,5.63
osm-260949778,2024,121,Developed/Open Space,116,3.36
osm-260949778,2024,142,Code_142,106,3.07
osm-260949778,2024,122,Code_122,89,2.58
osm-260949778,2024,1,Corn,76,2.2
osm-260949778,2024,123,Code_123,69,2.0
osm-260949778,2024,26,Code_26,29,0.84
osm-260949778,2024,254,Code_254,27,0.78
osm-260949778,2024,111,Code_111,20,0.58
osm-260949778,2024,190,Xmas Trees,2,0.06
osm-260949778,2024,4,Code_4,1,0.03
osm-260949778,2024,92,Code_92,1,0.03
osm-260949778,2024,124,Code_124,1,0.03
osm-260949778,2024,237,Code_237,1,0.03
osm-1133139440,2024,5,Soybeans,609,93.98
osm-1133139440,2024,2,Code_2,18,2.78
osm-1133139440,2024,121,Developed/Open Space,9,1.39
osm-1133139440,2024,176,Grass/Pasture,4,0.62
osm-1133139440,2024,190,Xmas Trees,4,0.62
osm-1133139440,2024,131,Code_131,2,0.31
osm-1133139440,2024,123,Code_123,1,0.15
osm-1133139440,2024,195,Code_195,1,0.15
osm-1435108796,2024,176,Grass/Pasture,347,84.63
osm-1435108796,2024,142,Code_142,42,10.24
osm-1435108796,2024,141,Deciduous Forest,14,3.41
osm-1435108796,2024,143,Code_143,3,0.73
osm-1435108796,2024,121,Developed/Open Space,2,0.49
osm-1435108796,2024,122,Code_122,2,0.49
osm-1424677694,2024,1,Corn,105,86.78
osm-1424677694,2024,176,Grass/Pasture,5,4.13
osm-1424677694,2024,122,Code_122,4,3.31
osm-1424677694,2024,226,Code_226,4,3.31
osm-1424677694,2024,142,Code_142,2,1.65
osm-1424677694,2024,121,Developed/Open Space,1,0.83
osm-692623518,2024,176,Grass/Pasture,17,85.0
osm-692623518,2024,5,Soybeans,1,5.0
osm-692623518,2024,67,Cotton,1,5.0
osm-692623518,2024,141,Deciduous Forest,1,5.0
osm-199889806,2024,142,Code_142,245,55.18
osm-199889806,2024,176,Grass/Pasture,186,41.89
osm-199889806,2024,141,Deciduous Forest,5,1.13
osm-199889806,2024,143,Code_143,5,1.13
osm-199889806,2024,121,Developed/Open Space,1,0.23
osm-199889806,2024,131,Code_131,1,0.23
osm-199889806,2024,152,Code_152,1,0.23
osm-813157720,2024,1,Corn,461,52.63
osm-813157720,2024,176,Grass/Pasture,221,25.23
osm-813157720,2024,26,Code_26,103,11.76
osm-813157720,2024,11,Code_11,73,8.33
osm-813157720,2024,111,Code_111,6,0.68
osm-813157720,2024,141,Deciduous Forest,6,0.68
osm-813157720,2024,24,Winter Wheat,3,0.34
osm-813157720,2024,142,Code_142,2,0.23
osm-813157720,2024,143,Code_143,1,0.11
osm-834363677,2024,237,Code_237,564,94.0
osm-834363677,2024,176,Grass/Pasture,29,4.83
osm-834363677,2024,141,Deciduous Forest,6,1.0
osm-834363677,2024,4,Code_4,1,0.17
osm-1361967329,2024,26,Code_26,136,40.24
osm-1361967329,2024,176,Grass/Pasture,102,30.18
osm-1361967329,2024,5,Soybeans,88,26.04
osm-1361967329,2024,2,Code_2,4,1.18
osm-1361967329,2024,121,Developed/Open Space,3,0.89
osm-1361967329,2024,141,Deciduous Forest,3,0.89
osm-1361967329,2024,122,Code_122,2,0.59
osm-1386621285,2024,26,Code_26,795,95.1
osm-1386621285,2024,176,Grass/Pasture,35,4.19
osm-1386621285,2024,121,Developed/Open Space,3,0.36
osm-1386621285,2024,24,Winter Wheat,1,0.12
osm-1386621285,2024,141,Deciduous Forest,1,0.12
osm-1386621285,2024,221,Code_221,1,0.12
osm-1383475117,2024,26,Code_26,48,84.21
osm-1383475117,2024,176,Grass/Pasture,5,8.77
osm-1383475117,2024,5,Soybeans,4,7.02
osm-1153259427,2024,26,Code_26,2637,95.23
osm-1153259427,2024,176,Grass/Pasture,47,1.7
osm-1153259427,2024,254,Code_254,47,1.7
osm-1153259427,2024,5,Soybeans,23,0.83
osm-1153259427,2024,122,Code_122,4,0.14
osm-1153259427,2024,143,Code_143,4,0.14
osm-1153259427,2024,29,Code_29,3,0.11
osm-1153259427,2024,121,Developed/Open Space,3,0.11
osm-1153259427,2024,205,Code_205,1,0.04
osm-1197040178,2024,5,Soybeans,89,93.68
osm-1197040178,2024,176,Grass/Pasture,6,6.32
osm-1476971106,2025,5,Soybeans,564,91.71
osm-1476971106,2025,176,Grass/Pasture,30,4.88
osm-1476971106,2025,121,Developed/Open Space,8,1.3
osm-1476971106,2025,4,Code_4,6,0.98
osm-1476971106,2025,131,Code_131,2,0.33
osm-1476971106,2025,141,Deciduous Forest,2,0.33
osm-1476971106,2025,61,Fallow/Idle Cropland,1,0.16
osm-1476971106,2025,122,Code_122,1,0.16
osm-1476971106,2025,236,Code_236,1,0.16
osm-1009084804,2025,26,Code_26,187,93.03
osm-1009084804,2025,37,Code_37,4,1.99
osm-1009084804,2025,176,Grass/Pasture,4,1.99
osm-1009084804,2025,24,Winter Wheat,2,1.0
osm-1009084804,2025,225,Code_225,2,1.0
osm-1009084804,2025,0,No Data,1,0.5
osm-1009084804,2025,240,Code_240,1,0.5
osm-588414811,2025,122,Code_122,114,37.25
osm-588414811,2025,1,Corn,76,24.84
osm-588414811,2025,121,Developed/Open Space,45,14.71
osm-588414811,2025,123,Code_123,40,13.07
osm-588414811,2025,131,Code_131,22,7.19
osm-588414811,2025,176,Grass/Pasture,6,1.96
osm-588414811,2025,2,Code_2,1,0.33
osm-588414811,2025,6,Winter Wheat,1,0.33
osm-588414811,2025,225,Code_225,1,0.33
osm-976134461,2025,176,Grass/Pasture,88,34.11
osm-976134461,2025,195,Code_195,39,15.12
osm-976134461,2025,190,Xmas Trees,32,12.4
osm-976134461,2025,121,Developed/Open Space,26,10.08
osm-976134461,2025,131,Code_131,22,8.53
osm-976134461,2025,141,Deciduous Forest,22,8.53
osm-976134461,2025,152,Code_152,16,6.2
osm-976134461,2025,122,Code_122,5,1.94
osm-976134461,2025,142,Code_142,5,1.94
osm-976134461,2025,143,Code_143,2,0.78
osm-976134461,2025,37,Code_37,1,0.39
osm-548794709,2025,37,Code_37,311,69.89
osm-548794709,2025,131,Code_131,36,8.09
osm-548794709,2025,122,Code_122,25,5.62
osm-548794709,2025,176,Grass/Pasture,24,5.39
osm-548794709,2025,121,Developed/Open Space,14,3.15
osm-548794709,2025,2,Code_2,7,1.57
osm-548794709,2025,61,Fallow/Idle Cropland,5,1.12
osm-548794709,2025,1,Corn,4,0.9
osm-548794709,2025,205,Code_205,4,0.9
osm-548794709,2025,5,Soybeans,3,0.67
osm-548794709,2025,36,Forest,3,0.67
osm-548794709,2025,6,Winter Wheat,2,0.45
osm-548794709,2025,57,Code_57,2,0.45
osm-548794709,2025,59,Code_59,2,0.45
osm-548794709,2025,11,Code_11,1,0.22
osm-548794709,2025,29,Code_29,1,0.22
osm-548794709,2025,229,Code_229,1,0.22
osm-1305439648,2025,26,Code_26,652,76.8
osm-1305439648,2025,176,Grass/Pasture,137,16.14
osm-1305439648,2025,37,Code_37,11,1.3
osm-1305439648,2025,5,Soybeans,8,0.94
osm-1305439648,2025,24,Winter Wheat,8,0.94
osm-1305439648,2025,4,Code_4,6,0.71
osm-1305439648,2025,226,Code_226,4,0.47
osm-1305439648,2025,121,Developed/Open Space,3,0.35
osm-1305439648,2025,190,Xmas Trees,3,0.35
osm-1305439648,2025,21,Code_21,2,0.24
osm-1305439648,2025,195,Code_195,2,0.24
osm-1305439648,2025,229,Code_229,2,0.24
osm-1305439648,2025,236,Code_236,2,0.24
osm-1305439648,2025,240,Code_240,2,0.24
osm-1305439648,2025,1,Corn,1,0.12
osm-1305439648,2025,28,Alfalfa,1,0.12
osm-1305439648,2025,61,Fallow/Idle Cropland,1,0.12
osm-1305439648,2025,122,Code_122,1,0.12
osm-1305439648,2025,131,Code_131,1,0.12
osm-1305439648,2025,141,Deciduous Forest,1,0.12
osm-1305439648,2025,152,Code_152,1,0.12
osm-566823123,2025,26,Code_26,60,60.0
osm-566823123,2025,5,Soybeans,13,13.0
osm-566823123,2025,236,Code_236,9,9.0
osm-566823123,2025,121,Developed/Open Space,7,7.0
osm-566823123,2025,176,Grass/Pasture,5,5.0
osm-566823123,2025,4,Code_4,4,4.0
osm-566823123,2025,57,Code_57,1,1.0
osm-566823123,2025,141,Deciduous Forest,1,1.0
osm-1278239614,2025,4,Code_4,149,94.3
osm-1278239614,2025,176,Grass/Pasture,7,4.43
osm-1278239614,2025,122,Code_122,2,1.27
osm-1103713058,2025,1,Corn,170,69.67
osm-1103713058,2025,176,Grass/Pasture,29,11.89
osm-1103713058,2025,5,Soybeans,16,6.56
osm-1103713058,2025,226,Code_226,8,3.28
osm-1103713058,2025,4,Code_4,6,2.46
osm-1103713058,2025,26,Code_26,5,2.05
osm-1103713058,2025,44,Code_44,5,2.05
osm-1103713058,2025,24,Winter Wheat,2,0.82
osm-1103713058,2025,37,Code_37,1,0.41
osm-1103713058,2025,122,Code_122,1,0.41
osm-1103713058,2025,141,Deciduous Forest,1,0.41
osm-274848457,2025,240,Code_240,186,65.03
osm-274848457,2025,26,Code_26,43,15.03
osm-274848457,2025,5,Soybeans,17,5.94
osm-274848457,2025,254,Code_254,13,4.55
osm-274848457,2025,2,Code_2,5,1.75
osm-274848457,2025,24,Winter Wheat,4,1.4
osm-274848457,2025,37,Code_37,4,1.4
osm-274848457,2025,46,Code_46,3,1.05
osm-274848457,2025,176,Grass/Pasture,3,1.05
osm-274848457,2025,4,Code_4,2,0.7
osm-274848457,2025,28,Alfalfa,2,0.7
osm-274848457,2025,121,Developed/Open Space,1,0.35
osm-274848457,2025,141,Deciduous Forest,1,0.35
osm-274848457,2025,143,Code_143,1,0.35
osm-274848457,2025,152,Code_152,1,0.35
osm-260949778,2025,176,Grass/Pasture,1126,32.66
osm-260949778,2025,141,Deciduous Forest,903,26.19
osm-260949778,2025,5,Soybeans,513,14.88
osm-260949778,2025,143,Code_143,269,7.8
osm-260949778,2025,121,Developed/Open Space,116,3.36
osm-260949778,2025,142,Code_142,111,3.22
osm-260949778,2025,1,Corn,105,3.05
osm-260949778,2025,37,Code_37,105,3.05
osm-260949778,2025,122,Code_122,82,2.38
osm-260949778,2025,26,Code_26,39,1.13
osm-260949778,2025,131,Code_131,18,0.52
osm-260949778,2025,111,Code_111,14,0.41
osm-260949778,2025,123,Code_123,14,0.41
osm-260949778,2025,195,Code_195,10,0.29
osm-260949778,2025,152,Code_152,6,0.17
osm-260949778,2025,61,Fallow/Idle Cropland,3,0.09
osm-260949778,2025,11,Code_11,2,0.06
osm-260949778,2025,24,Winter Wheat,2,0.06
osm-260949778,2025,226,Code_226,2,0.06
osm-260949778,2025,237,Code_237,2,0.06
osm-260949778,2025,4,Code_4,1,0.03
osm-260949778,2025,6,Winter Wheat,1,0.03
osm-260949778,2025,44,Code_44,1,0.03
osm-260949778,2025,124,Code_124,1,0.03
osm-260949778,2025,190,Xmas Trees,1,0.03
osm-260949778,2025,254,Code_254,1,0.03
osm-1133139440,2025,5,Soybeans,610,94.14
osm-1133139440,2025,131,Code_131,18,2.78
osm-1133139440,2025,2,Code_2,7,1.08
osm-1133139440,2025,122,Code_122,4,0.62
osm-1133139440,2025,121,Developed/Open Space,3,0.46
osm-1133139440,2025,29,Code_29,2,0.31
osm-1133139440,2025,176,Grass/Pasture,2,0.31
osm-1133139440,2025,37,Code_37,1,0.15
osm-1133139440,2025,195,Code_195,1,0.15
osm-1435108796,2025,1,Corn,284,69.27
osm-1435108796,2025,176,Grass/Pasture,50,12.2
osm-1435108796,2025,57,Code_57,45,10.98
osm-1435108796,2025,5,Soybeans,14,3.41
osm-1435108796,2025,121,Developed/Open Space,5,1.22
osm-1435108796,2025,26,Code_26,4,0.98
osm-1435108796,2025,122,Code_122,2,0.49
osm-1435108796,2025,131,Code_131,2,0.49
osm-1435108796,2025,141,Deciduous Forest,2,0.49
osm-1435108796,2025,4,Code_4,1,0.24
osm-1435108796,2025,61,Fallow/Idle Cropland,1,0.24
osm-1424677694,2025,1,Corn,103,85.12
osm-1424677694,2025,27,Rye,15,12.4
osm-1424677694,2025,176,Grass/Pasture,2,1.65
osm-1424677694,2025,122,Code_122,1,0.83
osm-692623518,2025,176,Grass/Pasture,11,55.0
osm-692623518,2025,37,Code_37,4,20.0
osm-692623518,2025,1,Corn,1,5.0
osm-692623518,2025,59,Code_59,1,5.0
osm-692623518,2025,69,Code_69,1,5.0
osm-692623518,2025,121,Developed/Open Space,1,5.0
osm-692623518,2025,122,Code_122,1,5.0
osm-199889806,2025,176,Grass/Pasture,382,86.04
osm-199889806,2025,121,Developed/Open Space,19,4.28
osm-199889806,2025,152,Code_152,19,4.28
osm-199889806,2025,141,Deciduous Forest,15,3.38
osm-199889806,2025,142,Code_142,4,0.9
osm-199889806,2025,143,Code_143,3,0.68
osm-199889806,2025,122,Code_122,1,0.23
osm-199889806,2025,190,Xmas Trees,1,0.23
osm-813157720,2025,26,Code_26,481,54.91
osm-813157720,2025,1,Corn,127,14.5
osm-813157720,2025,11,Code_11,88,10.05
osm-813157720,2025,24,Winter Wheat,68,7.76
osm-813157720,2025,37,Code_37,25,2.85
osm-813157720,2025,176,Grass/Pasture,13,1.48
osm-813157720,2025,229,Code_229,10,1.14
osm-813157720,2025,27,Rye,7,0.8
osm-813157720,2025,205,Code_205,7,0.8
osm-813157720,2025,111,Code_111,6,0.68
osm-813157720,2025,59,Code_59,5,0.57
osm-813157720,2025,61,Fallow/Idle Cropland,5,0.57
osm-813157720,2025,28,Alfalfa,3,0.34
osm-813157720,2025,29,Code_29,3,0.34
osm-813157720,2025,131,Code_131,3,0.34
osm-813157720,2025,141,Deciduous Forest,3,0.34
osm-813157720,2025,254,Code_254,3,0.34
osm-813157720,2025,5,Soybeans,2,0.23
osm-813157720,2025,6,Winter Wheat,2,0.23
osm-813157720,2025,21,Code_21,2,0.23
osm-813157720,2025,53,Code_53,2,0.23
osm-813157720,2025,122,Code_122,2,0.23
osm-813157720,2025,143,Code_143,2,0.23
osm-813157720,2025,152,Code_152,2,0.23
osm-813157720,2025,195,Code_195,2,0.23
osm-813157720,2025,44,Code_44,1,0.11
osm-813157720,2025,74,Code_74,1,0.11
osm-813157720,2025,121,Developed/Open Space,1,0.11
osm-834363677,2025,237,Code_237,585,97.5
osm-834363677,2025,176,Grass/Pasture,10,1.67
osm-834363677,2025,11,Code_11,2,0.33
osm-834363677,2025,143,Code_143,2,0.33
osm-834363677,2025,226,Code_226,1,0.17
osm-1361967329,2025,5,Soybeans,204,60.36
osm-1361967329,2025,61,Fallow/Idle Cropland,102,30.18
osm-1361967329,2025,176,Grass/Pasture,21,6.21
osm-1361967329,2025,24,Winter Wheat,6,1.78
osm-1361967329,2025,37,Code_37,2,0.59
osm-1361967329,2025,4,Code_4,1,0.3
osm-1361967329,2025,21,Code_21,1,0.3
osm-1361967329,2025,121,Developed/Open Space,1,0.3
osm-1386621285,2025,2,Code_2,778,93.06
osm-1386621285,2025,176,Grass/Pasture,25,2.99
osm-1386621285,2025,5,Soybeans,17,2.03
osm-1386621285,2025,57,Code_57,10,1.2
osm-1386621285,2025,141,Deciduous Forest,2,0.24
osm-1386621285,2025,152,Code_152,2,0.24
osm-1386621285,2025,1,Corn,1,0.12
osm-1386621285,2025,121,Developed/Open Space,1,0.12
osm-1383475117,2025,5,Soybeans,52,91.23
osm-1383475117,2025,1,Corn,3,5.26
osm-1383475117,2025,4,Code_4,1,1.75
osm-1383475117,2025,176,Grass/Pasture,1,1.75
osm-1153259427,2025,1,Corn,2260,81.62
osm-1153259427,2025,5,Soybeans,416,15.02
osm-1153259427,2025,225,Code_225,51,1.84
osm-1153259427,2025,176,Grass/Pasture,19,0.69
osm-1153259427,2025,121,Developed/Open Space,8,0.29
osm-1153259427,2025,4,Code_4,7,0.25
osm-1153259427,2025,122,Code_122,4,0.14
osm-1153259427,2025,2,Code_2,2,0.07
osm-1153259427,2025,131,Code_131,2,0.07
osm-1197040178,2025,5,Soybeans,94,98.95
osm-1197040178,2025,176,Grass/Pasture,1,1.05
